timestamp_ms,frame_time_ms,fps,draw_calls,render_components_ms,poll_events_ms,begin_frame_ms,end_frame_ms,profiler_ui_ms,text_update_ms
818.834,5.451,183.446,15,0.739,0.010,0.022,0.258,4.391,4.319
824.298,4.977,200.938,15,0.718,0.010,0.022,0.273,3.922,3.843
829.288,6.236,160.352,15,0.742,0.009,0.023,0.289,5.141,5.050
835.537,5.928,168.703,15,0.728,0.010,0.023,0.256,4.879,4.803
841.478,5.043,198.281,15,0.758,0.010,0.022,0.255,3.967,3.888
846.538,5.494,182.006,15,1.200,0.010,0.023,0.263,3.965,3.890
852.045,5.954,167.966,15,0.748,0.010,0.023,0.273,4.864,4.786
858.011,6.682,149.647,15,0.654,0.009,0.022,0.266,5.697,5.603
864.721,5.166,193.571,15,0.741,0.019,0.042,0.263,4.068,3.962
869.901,6.504,153.743,15,0.766,0.011,0.027,0.272,5.388,5.274
876.436,7.259,137.757,15,0.928,0.023,0.059,0.462,5.707,5.621
883.710,6.526,153.235,15,0.803,0.017,0.035,0.301,5.324,5.240
890.251,4.203,237.944,15,0.728,0.015,0.032,0.278,3.112,3.033
894.468,5.079,196.889,15,0.757,0.013,0.026,0.269,3.977,3.883
899.560,4.261,234.702,15,0.694,0.012,0.024,0.278,3.218,3.114
903.835,6.805,146.947,15,0.676,0.012,0.025,0.272,5.787,5.706
910.653,5.211,191.891,15,0.706,0.011,0.025,0.266,4.171,4.094
915.878,4.257,234.901,15,0.695,0.010,0.023,0.263,3.234,3.156
920.147,5.563,179.758,15,0.704,0.010,0.023,0.273,4.519,4.439
925.724,4.070,245.694,15,0.691,0.011,0.023,0.270,3.040,2.961
929.820,4.809,207.942,15,0.842,0.019,0.024,0.298,3.589,3.509
934.642,5.444,183.682,15,0.693,0.016,0.024,0.284,4.393,4.315
940.109,4.140,241.548,15,0.674,0.009,0.023,0.306,3.095,3.000
944.262,5.293,188.937,15,0.668,0.009,0.023,0.294,4.265,4.185
949.567,3.755,266.300,15,0.696,0.009,0.022,0.267,2.728,2.651
953.335,4.916,203.407,15,0.673,0.009,0.022,0.288,3.890,3.812
958.264,4.369,228.894,15,0.693,0.010,0.022,0.282,3.331,3.253
962.646,4.781,209.156,15,0.696,0.010,0.022,0.307,3.712,3.632
967.440,3.297,303.284,15,0.700,0.010,0.023,0.268,2.264,2.189
970.750,4.234,236.180,15,0.694,0.010,0.023,0.268,3.206,3.130
974.997,4.032,247.985,15,0.704,0.010,0.023,0.263,3.000,2.921
979.043,5.341,187.224,15,0.695,0.010,0.023,0.266,4.316,4.237
984.397,5.201,192.286,15,0.695,0.010,0.023,0.269,4.172,4.095
989.610,4.118,242.821,15,0.719,0.009,0.023,0.265,3.070,2.992
993.741,4.810,207.902,15,0.678,0.010,0.022,0.254,3.815,3.731
998.564,3.679,271.784,15,0.691,0.009,0.023,0.275,2.649,2.574
1002.256,4.823,207.354,15,0.668,0.010,0.022,0.286,3.805,3.727
1007.092,5.187,192.784,15,0.692,0.018,0.024,0.276,4.143,3.970
1012.307,5.061,197.607,15,1.003,0.019,0.046,0.438,3.490,3.406
1017.380,5.841,171.202,15,0.640,0.009,0.022,0.253,4.885,4.801
1023.234,3.286,304.288,15,0.637,0.009,0.022,0.260,2.327,2.252
1026.533,3.339,299.504,15,0.682,0.010,0.024,0.262,2.329,2.255
1029.885,4.280,233.626,15,0.715,0.009,0.021,0.257,3.246,3.167
1034.178,3.314,301.779,15,0.669,0.009,0.023,0.271,2.309,2.237
1037.504,4.859,205.815,15,0.670,0.009,0.022,0.260,3.867,3.792
1042.375,5.606,178.394,15,0.671,0.009,0.022,0.248,4.619,4.540
1047.993,4.312,231.889,15,0.653,0.009,0.022,0.246,3.350,3.271
1052.319,5.084,196.713,15,0.668,0.010,0.023,0.255,4.096,4.019
1057.415,3.693,270.811,15,0.690,0.009,0.023,0.258,2.671,2.591
1061.120,5.099,196.105,15,0.690,0.010,0.025,0.272,4.067,3.973
1066.233,4.481,223.141,15,0.705,0.011,0.029,0.324,3.374,3.293
1070.727,5.073,197.112,15,0.693,0.010,0.024,0.273,4.040,3.960
1075.814,3.013,331.887,15,0.687,0.010,0.023,0.266,1.993,1.906
1078.840,5.255,190.300,15,0.711,0.010,0.022,0.272,4.207,4.130
1084.118,5.441,183.773,15,0.702,0.010,0.022,0.306,4.367,4.249
1089.583,4.233,236.211,15,0.686,0.010,0.024,0.280,3.199,3.108
1093.831,5.262,190.056,15,0.736,0.012,0.031,0.291,4.148,4.034
1099.110,3.743,267.135,15,0.723,0.011,0.027,0.321,2.617,2.537
1102.866,5.331,187.589,15,0.688,0.010,0.023,0.262,4.314,4.217
1108.211,4.040,247.517,15,0.721,0.009,0.029,0.279,2.960,2.881
1112.266,5.375,186.038,15,0.452,0.013,0.026,0.271,4.569,4.489
1117.655,5.277,189.514,15,0.707,0.010,0.024,0.277,4.220,4.125
1122.959,4.092,244.351,15,0.702,0.015,0.024,0.279,3.038,2.958
1127.065,5.244,190.695,15,0.674,0.010,0.026,0.266,4.235,4.135
1132.322,3.992,250.515,15,0.664,0.009,0.021,0.283,2.983,2.906
1136.327,4.916,203.401,15,0.653,0.009,0.022,0.299,3.897,3.816
1141.288,3.627,275.714,15,0.578,0.011,0.026,0.276,2.693,2.614
1144.928,5.572,179.478,15,0.700,0.009,0.023,0.262,4.545,4.464
1150.513,4.124,242.509,15,0.741,0.009,0.025,0.284,3.031,2.950
1154.649,4.413,226.606,15,0.802,0.009,0.022,0.274,3.267,3.189
1159.076,4.076,245.325,15,0.722,0.010,0.059,0.275,2.966,2.885
1163.164,4.116,242.959,15,0.828,0.010,0.023,0.268,2.945,2.870
1167.293,3.339,299.456,15,0.673,0.009,0.023,0.281,2.315,2.238
1170.645,4.381,228.247,15,0.757,0.010,0.024,0.266,3.282,3.202
1175.039,4.409,226.833,15,0.720,0.010,0.025,0.268,3.350,3.248
1179.461,4.657,214.713,15,0.756,0.009,0.022,0.280,3.556,3.470
1184.131,3.763,265.740,15,0.679,0.010,0.026,0.294,2.714,2.634
1187.907,4.173,239.647,15,0.806,0.009,0.023,0.284,3.017,2.942
1192.092,4.077,245.293,15,0.686,0.034,0.024,0.290,3.010,2.932
1196.182,4.527,220.879,15,0.790,0.010,0.023,0.300,3.372,3.296
1200.722,4.102,243.798,15,0.693,0.009,0.022,0.280,3.064,2.981
1204.838,3.991,250.588,15,0.772,0.010,0.026,0.321,2.819,2.739
1208.841,3.548,281.846,15,0.682,0.010,0.024,0.278,2.523,2.448
1212.402,5.139,194.584,15,0.698,0.009,0.022,0.263,4.114,4.038
1217.554,5.474,182.680,15,0.769,0.010,0.022,0.287,4.355,4.274
1223.042,5.815,171.954,15,0.706,0.010,0.024,0.297,4.735,4.562
1228.880,5.055,197.838,15,0.953,0.018,0.050,0.409,3.568,3.471
1233.949,5.887,169.854,15,0.679,0.011,0.032,0.334,4.789,4.686
1239.851,3.520,284.118,15,0.717,0.011,0.032,0.329,2.388,2.301
1243.386,5.156,193.959,15,0.750,0.011,0.031,0.343,3.981,3.876
1248.556,5.031,198.769,15,1.078,0.011,0.032,0.493,3.359,3.188
1253.610,5.353,186.801,15,0.695,0.015,0.036,0.369,4.188,4.104
1258.976,4.045,247.208,15,0.683,0.010,0.022,0.261,3.040,2.964
1263.034,3.690,271.014,15,0.814,0.009,0.022,0.273,2.540,2.465
1266.737,4.038,247.646,15,0.672,0.009,0.022,0.267,3.038,2.963
1270.787,4.600,217.400,15,0.693,0.010,0.021,0.263,3.582,3.506
1275.400,4.093,244.343,15,0.686,0.009,0.021,0.257,3.088,3.010
1279.506,5.074,197.093,15,0.794,0.010,0.025,0.294,3.912,3.835
1284.592,5.027,198.939,15,0.719,0.009,0.024,0.254,3.988,3.902
1289.632,3.410,293.229,15,0.684,0.010,0.024,0.275,2.386,2.312
1293.055,5.071,197.213,15,0.673,0.009,0.021,0.258,4.074,3.975
1298.139,5.353,186.794,15,1.076,0.009,0.022,0.492,3.707,3.580
1303.505,5.173,193.327,15,0.698,0.010,0.023,0.274,4.133,4.055
1308.690,3.377,296.101,15,0.697,0.010,0.025,0.272,2.341,2.267
1312.080,5.410,184.838,15,0.689,0.010,0.043,0.271,4.364,4.287
1317.503,5.430,184.176,15,0.718,0.010,0.024,0.271,4.374,4.297
1322.946,3.872,258.242,15,0.702,0.010,0.024,0.272,2.831,2.753
1326.831,4.954,201.839,15,0.676,0.010,0.023,0.256,3.958,3.877
1331.798,4.074,245.435,15,0.699,0.010,0.023,0.272,3.038,2.960
1335.886,5.078,196.912,15,0.671,0.010,0.024,0.256,4.085,4.002
1340.978,4.811,207.859,15,1.231,0.010,0.023,0.499,3.000,2.853
1345.806,5.925,168.783,15,0.908,0.014,0.038,0.365,4.551,4.385
1351.755,5.435,183.988,15,0.651,0.020,0.039,0.350,4.328,4.247
1357.204,3.802,263.023,15,0.678,0.009,0.022,0.305,2.755,2.679
1361.018,4.830,207.037,15,0.704,0.009,0.022,0.262,3.802,3.707
1365.861,4.086,244.756,15,0.705,0.009,0.022,0.254,3.065,2.987
1369.959,4.930,202.852,15,0.713,0.009,0.022,0.263,3.891,3.813
1374.904,3.393,294.750,15,0.701,0.010,0.024,0.250,2.375,2.301
1378.309,4.859,205.795,15,0.689,0.009,0.021,0.259,3.849,3.774
1383.181,4.445,224.975,15,0.668,0.009,0.022,0.280,3.435,3.356
1387.638,4.578,218.419,15,0.699,0.009,0.022,0.254,3.563,3.488
1392.229,3.325,300.730,15,0.671,0.009,0.021,0.280,2.313,2.237
1395.567,5.084,196.681,15,0.661,0.009,0.021,0.253,4.108,4.013
1400.681,5.651,176.951,15,1.055,0.016,0.043,0.445,4.027,3.916
1406.347,3.905,256.067,15,0.469,0.010,0.024,0.270,3.100,3.023
1410.265,5.444,183.698,15,0.701,0.009,0.022,0.298,4.381,4.289
1415.722,4.085,244.816,15,0.700,0.009,0.022,0.250,3.072,2.996
1419.820,4.967,201.343,15,0.649,0.009,0.022,0.244,4.010,3.925
1424.805,3.996,250.222,15,0.577,0.012,0.030,0.280,3.056,2.977
1428.815,5.403,185.081,15,0.656,0.009,0.022,0.263,4.422,4.344
1434.231,3.670,272.490,15,0.655,0.009,0.023,0.271,2.679,2.602
1437.914,4.183,239.067,15,0.718,0.009,0.023,0.263,3.138,3.063
1442.118,4.068,245.818,15,0.670,0.009,0.022,0.254,3.082,3.004
1446.199,4.633,215.860,15,0.718,0.009,0.022,0.270,3.582,3.502
1450.845,3.336,299.794,15,0.654,0.009,0.022,0.254,2.366,2.290
1454.193,4.288,233.200,15,0.633,0.009,0.022,0.265,3.328,3.251
1458.494,4.060,246.313,15,0.682,0.009,0.022,0.264,3.049,2.972
1462.567,5.795,172.569,15,0.667,0.009,0.023,0.246,4.816,4.738
1468.374,5.125,195.110,15,0.422,0.009,0.023,0.271,4.369,4.291
1473.512,3.365,297.185,15,0.660,0.009,0.024,0.253,2.385,2.310
1476.890,5.202,192.246,15,0.688,0.009,0.023,0.270,4.177,4.055
1482.126,4.565,219.072,15,0.847,0.017,0.045,0.447,3.144,3.046
1486.704,4.983,200.696,15,0.689,0.009,0.023,0.259,3.970,3.894
1491.699,3.692,270.864,15,0.671,0.009,0.023,0.256,2.701,2.627
1495.403,5.291,189.016,15,0.638,0.009,0.021,0.257,4.329,4.253
1500.707,3.345,298.932,15,0.668,0.009,0.022,0.261,2.354,2.280
1504.064,4.654,214.881,15,0.655,0.009,0.022,0.247,3.686,3.609
1508.731,3.759,266.011,15,0.681,0.010,0.023,0.268,2.745,2.662
1512.503,5.393,185.431,15,0.665,0.010,0.024,0.260,4.401,4.323
1517.908,5.069,197.265,15,0.653,0.009,0.023,0.262,4.089,4.001
1522.991,3.345,298.930,15,0.655,0.010,0.022,0.252,2.372,2.295
1526.349,3.331,300.202,15,0.659,0.011,0.022,0.276,2.327,2.253
1529.693,4.858,205.833,15,0.764,0.010,0.023,0.270,3.758,3.678
1534.564,3.014,331.792,15,0.690,0.009,0.022,0.262,1.998,1.925
1537.590,4.874,205.159,15,0.701,0.009,0.022,0.283,3.827,3.748
1542.477,5.719,174.851,15,0.685,0.009,0.024,0.281,4.684,4.601
1548.209,4.087,244.688,15,0.653,0.009,0.023,0.271,3.098,3.012
1552.309,4.846,206.370,15,0.649,0.010,0.025,0.279,3.849,3.768
1557.168,3.357,297.870,15,0.666,0.010,0.026,0.281,2.340,2.264
1560.538,5.320,187.981,15,0.672,0.010,0.024,0.265,4.314,4.231
1565.871,4.105,243.616,15,0.664,0.010,0.023,0.268,3.107,3.029
1569.989,4.703,212.628,15,0.523,0.010,0.026,0.271,3.837,3.758
1574.704,3.722,268.707,15,0.705,0.010,0.022,0.267,2.683,2.605
1578.439,4.454,224.528,15,0.657,0.009,0.023,0.253,3.478,3.400
1582.906,4.057,246.479,15,0.656,0.010,0.023,0.268,3.068,2.988
1586.976,5.246,190.623,15,0.659,0.009,0.023,0.259,4.263,4.184
1592.235,3.351,298.413,15,0.655,0.010,0.022,0.317,2.315,2.238
1595.598,5.411,184.824,15,0.650,0.009,0.022,0.274,4.423,4.338
1601.022,3.665,272.881,15,0.668,0.010,0.022,0.255,2.678,2.600
1604.699,4.484,223.039,15,0.784,0.010,0.024,0.277,3.357,3.279
1609.196,5.328,187.681,15,0.653,0.009,0.022,0.294,4.316,4.224
1614.552,3.809,262.554,15,0.661,0.014,0.023,0.261,2.816,2.740
1618.374,6.049,165.314,15,0.659,0.010,0.023,0.322,5.003,4.920
1624.436,3.670,272.495,15,0.656,0.010,0.023,0.269,2.679,2.598
1628.119,5.269,189.795,15,0.650,0.010,0.022,0.267,4.282,4.203
1633.400,4.326,231.183,15,0.619,0.010,0.023,0.269,3.372,3.292
1637.739,4.462,224.093,15,0.671,0.010,0.022,0.281,3.447,3.368
1642.214,4.040,247.546,15,0.647,0.013,0.024,0.280,3.043,2.963
1646.267,4.224,236.736,15,0.771,0.010,0.022,0.269,3.083,3.005
1650.504,3.677,271.957,15,0.644,0.009,0.022,0.273,2.696,2.620
1654.194,4.626,216.164,15,0.648,0.010,0.022,0.275,3.639,3.564
1658.833,4.013,249.195,15,0.653,0.010,0.023,0.254,3.040,2.962
1662.859,4.631,215.958,15,0.769,0.010,0.022,0.261,3.537,3.457
1667.502,3.284,304.481,15,0.629,0.010,0.022,0.256,2.334,2.257
1670.799,5.083,196.739,15,0.685,0.010,0.022,0.270,4.063,3.985
1675.895,3.742,267.240,15,0.647,0.010,0.022,0.262,2.768,2.689
1679.650,4.690,213.205,15,0.792,0.010,0.022,0.265,3.569,3.492
1684.353,3.699,270.322,15,0.627,0.009,0.025,0.268,2.736,2.658
1688.065,4.970,201.217,15,0.480,0.010,0.029,0.265,4.153,4.073
1693.048,5.466,182.935,15,0.636,0.010,0.023,0.254,4.504,4.426
1698.528,3.713,269.300,15,0.625,0.010,0.023,0.255,2.769,2.691
1702.254,5.049,198.044,15,0.641,0.010,0.023,0.261,4.082,4.004
1707.317,4.054,246.659,15,0.638,0.010,0.024,0.276,3.074,2.995
1711.384,5.463,183.051,15,0.625,0.010,0.023,0.295,4.478,4.396
1716.860,3.866,258.644,15,0.642,0.010,0.023,0.261,2.897,2.742
1720.753,5.415,184.665,15,0.844,0.017,0.046,0.464,3.983,3.882
1726.181,3.749,266.721,15,0.655,0.009,0.023,0.259,2.771,2.696
1729.944,4.355,229.633,15,0.706,0.009,0.023,0.269,3.316,3.240
1734.341,5.557,179.961,15,0.654,0.009,0.022,0.264,4.576,4.498
1739.911,3.343,299.171,15,0.650,0.009,0.022,0.256,2.373,2.300
1743.267,5.150,194.165,15,0.648,0.009,0.022,0.301,4.140,4.056
1748.430,4.068,245.815,15,0.673,0.009,0.022,0.249,3.082,3.007
1752.510,5.419,184.551,15,0.667,0.009,0.022,0.260,4.428,4.348
1757.944,3.865,258.761,15,0.712,0.011,0.028,0.272,2.800,2.720
1761.823,5.422,184.447,15,0.690,0.012,0.029,0.269,4.384,4.308
1767.258,3.752,266.560,15,0.656,0.010,0.023,0.283,2.746,2.671
1771.023,5.349,186.961,15,0.679,0.010,0.022,0.264,4.342,4.256
1776.385,5.048,198.113,15,0.652,0.010,0.025,0.270,4.050,3.970
1781.446,3.925,254.756,15,0.496,0.009,0.025,0.279,3.080,3.003
1785.385,4.681,213.630,15,0.638,0.010,0.022,0.276,3.701,3.618
1790.080,4.519,221.308,15,0.680,0.011,0.057,0.279,3.458,3.376
1794.612,5.064,197.460,15,0.685,0.010,0.023,0.271,4.042,3.966
1799.689,3.513,284.622,15,0.493,0.010,0.025,0.264,2.684,2.605
1803.216,4.645,215.298,15,0.675,0.010,0.025,0.277,3.624,3.541
1807.874,7.199,138.904,15,0.686,0.010,0.024,0.272,6.173,5.991
1815.108,4.227,236.552,15,0.923,0.021,0.050,0.397,2.766,2.687
1819.350,6.278,159.296,15,0.728,0.013,0.030,0.277,5.193,5.031
1825.648,3.908,255.864,15,0.716,0.015,0.035,0.331,2.765,2.689
1829.569,5.307,188.427,15,0.803,0.011,0.024,0.265,4.170,4.093
1834.890,5.476,182.631,15,0.665,0.010,0.023,0.259,4.487,4.412
1840.379,4.479,223.275,15,0.663,0.010,0.022,0.264,3.483,3.400
1844.871,4.422,226.130,15,0.648,0.010,0.022,0.256,3.454,3.382
1849.306,3.730,268.072,15,0.651,0.010,0.021,0.289,2.727,2.653
1853.050,4.423,226.075,15,0.705,0.009,0.022,0.245,3.401,3.326
1857.486,4.131,242.066,15,0.677,0.009,0.022,0.250,3.142,3.063
1861.630,5.266,189.894,15,0.686,0.009,0.023,0.255,4.261,4.185
1866.909,3.778,264.665,15,0.681,0.009,0.024,0.246,2.787,2.713
1870.700,4.602,217.308,15,0.694,0.009,0.022,0.250,3.596,3.520
1875.315,3.732,267.934,15,0.685,0.009,0.022,0.259,2.725,2.649
1879.060,4.561,219.270,15,0.676,0.009,0.022,0.268,3.549,3.475
1883.633,4.148,241.107,15,0.686,0.009,0.022,0.259,3.141,3.063
1887.794,4.164,240.170,15,0.758,0.009,0.023,0.263,3.079,3.002
1891.970,3.420,292.420,15,0.698,0.009,0.022,0.264,2.395,2.320
1895.403,4.252,235.211,15,0.684,0.009,0.021,0.252,3.254,3.182
1899.667,4.121,242.680,15,0.679,0.009,0.026,0.260,3.116,3.038
1903.801,5.419,184.545,15,0.677,0.010,0.022,0.243,4.436,4.358
1909.232,3.559,280.966,15,0.691,0.010,0.022,0.267,2.538,2.464
1912.803,4.171,239.773,15,0.747,0.010,0.021,0.263,3.098,3.025
1916.986,4.179,239.316,15,0.689,0.009,0.022,0.246,3.181,3.104
1921.178,4.510,221.727,15,0.730,0.009,0.022,0.262,3.458,3.384
1925.700,3.706,269.858,15,0.659,0.009,0.022,0.242,2.742,2.667
1929.419,3.733,267.859,15,0.638,0.009,0.021,0.250,2.783,2.712
1933.165,3.743,267.159,15,0.684,0.009,0.022,0.260,2.737,2.663
1936.921,4.238,235.970,15,0.648,0.009,0.021,0.250,3.280,3.208
1941.171,3.351,298.446,15,0.655,0.009,0.022,0.258,2.376,2.298
1944.534,5.061,197.585,15,0.674,0.009,0.021,0.243,4.083,4.002
1949.608,4.106,243.525,15,0.695,0.009,0.021,0.264,3.086,3.011
1953.727,5.213,191.811,15,0.649,0.009,0.022,0.253,4.250,4.174
1958.953,3.706,269.809,15,0.677,0.009,0.022,0.249,2.719,2.645
1962.672,4.263,234.567,15,0.658,0.009,0.021,0.258,3.285,3.211
1966.947,3.395,294.529,15,0.688,0.009,0.021,0.243,2.403,2.330
1970.355,5.566,179.671,15,0.684,0.009,0.021,0.259,4.561,4.483
1975.934,3.749,266.742,15,0.669,0.009,0.021,0.257,2.762,2.684
1979.695,4.647,215.183,15,0.767,0.009,0.021,0.256,3.563,3.488
1984.355,3.375,296.282,15,0.678,0.009,0.022,0.255,2.381,2.308
1987.743,4.504,222.025,15,0.750,0.009,0.022,0.249,3.444,3.365
1992.260,4.093,244.327,15,0.673,0.009,0.033,0.285,3.062,2.985
1996.366,4.638,215.605,15,0.769,0.009,0.022,0.244,3.564,3.486
2001.016,2.824,354.165,15,0.519,0.009,0.021,0.245,1.999,1.928
2003.852,4.672,214.024,15,0.642,0.009,0.022,0.257,3.712,3.639
2008.538,3.804,262.860,15,0.684,0.009,0.023,0.249,2.810,2.733
2012.355,5.197,192.435,15,0.663,0.009,0.022,0.270,4.200,4.125
2017.564,5.467,182.906,15,0.676,0.009,0.021,0.253,4.476,4.386
2023.050,3.418,292.566,15,0.635,0.009,0.022,0.258,2.458,2.385
2026.481,3.368,296.955,15,0.680,0.009,0.022,0.281,2.345,2.270
2029.861,4.180,239.228,15,0.692,0.009,0.021,0.267,3.158,3.082
2034.054,3.460,289.047,15,0.685,0.011,0.024,0.277,2.422,2.342
2037.527,4.869,205.385,15,0.705,0.012,0.026,0.281,3.805,3.727
2042.410,3.528,283.472,15,0.721,0.012,0.026,0.286,2.446,2.373
2045.951,5.133,194.814,15,0.706,0.011,0.024,0.332,4.022,3.941
2051.102,5.327,187.721,15,0.717,0.014,0.028,0.285,4.243,4.164
2056.442,4.281,233.582,15,0.742,0.014,0.028,0.303,3.153,3.073
2060.736,4.600,217.391,15,0.723,0.013,0.029,0.278,3.518,3.435
2065.351,4.009,249.455,15,0.764,0.015,0.035,0.291,2.859,2.779
2069.374,5.517,181.255,15,0.748,0.014,0.031,0.291,4.393,4.315
2074.906,3.581,279.264,15,0.742,0.015,0.029,0.268,2.486,2.409
2078.501,5.638,177.376,15,0.766,0.013,0.027,0.284,4.510,4.435
2084.152,3.907,255.928,15,0.682,0.013,0.025,0.286,2.863,2.784
2088.075,5.447,183.571,15,0.794,0.014,0.081,0.300,4.221,4.140
2093.537,5.445,183.669,15,0.751,0.015,0.028,0.283,4.327,4.250
2098.996,3.972,251.763,15,0.734,0.014,0.029,0.269,2.887,2.801
2102.984,5.701,175.422,15,0.773,0.013,0.028,0.288,4.560,4.484
2108.699,3.970,251.869,15,0.717,0.014,0.028,0.269,2.906,2.824
2112.683,5.240,190.838,15,1.546,0.014,0.026,0.335,3.277,3.199
2117.938,5.256,190.245,15,0.727,0.016,0.029,0.280,4.163,4.086
2123.208,3.958,252.633,15,0.692,0.014,0.026,0.294,2.894,2.815
2127.180,5.728,174.574,15,0.665,0.013,0.024,0.290,4.703,4.625
2132.921,3.802,262.986,15,0.661,0.012,0.023,0.263,2.811,2.734
2136.737,5.528,180.900,15,0.671,0.010,0.021,0.275,4.518,4.437
2142.278,4.231,236.374,15,0.715,0.010,0.022,0.296,3.154,3.074
2146.521,4.311,231.957,15,0.749,0.010,0.022,0.281,3.217,3.140
