timestamp_ms,frame_time_ms,fps
743.618,4.289,233.147
747.958,1.444,692.415
749.431,1.682,594.604
751.157,1.430,699.360
752.625,1.419,704.723
754.075,1.357,736.912
755.477,1.296,771.631
756.800,1.365,732.520
758.243,1.391,718.965
759.671,4.814,207.739
764.513,1.395,716.676
765.945,1.294,772.573
767.273,1.436,696.182
768.741,1.439,694.956
770.267,1.450,689.856
771.746,1.410,709.375
773.234,1.680,595.308
774.952,1.765,566.718
776.756,5.133,194.808
781.919,1.736,575.980
783.698,1.518,658.814
785.268,1.345,743.569
786.652,1.577,634.236
788.269,1.352,739.806
789.653,1.491,670.493
791.223,1.397,715.891
792.651,2.151,464.993
794.836,3.889,257.106
798.778,1.623,616.134
800.452,1.528,654.266
802.016,1.484,673.930
803.562,1.995,501.252
805.591,1.457,686.544
807.093,1.403,712.585
808.527,2.056,486.416
810.615,4.216,237.213
814.886,1.631,612.948
816.581,2.076,481.803
818.703,1.613,619.856
820.370,1.652,605.239
822.054,1.952,512.283
824.043,1.305,766.079
825.394,2.417,413.767
827.851,4.433,225.573
832.347,2.197,455.192
834.601,1.984,503.929
836.640,1.779,562.030
838.466,1.590,629.094
840.119,1.944,514.314
842.105,2.781,359.609
844.940,5.173,193.321
850.160,2.087,479.076
852.290,1.699,588.751
854.050,1.944,514.532
856.033,2.083,480.024
858.154,2.123,470.982
860.324,5.257,190.224
865.659,2.006,498.622
867.708,1.779,562.169
869.557,2.366,422.670
871.975,1.926,519.273
873.942,1.712,583.956
875.695,2.892,345.784
878.623,4.230,236.417
882.900,2.243,445.805
885.173,1.956,511.124
887.167,2.205,453.575
889.461,2.573,388.693
892.076,2.040,490.309
894.153,5.162,193.716
899.379,1.719,581.576
901.139,1.910,523.607
903.099,1.940,515.522
905.093,2.799,357.317
907.970,2.110,473.981
910.125,5.346,187.062
915.511,1.935,516.673
917.502,1.619,617.660
919.171,2.488,401.868
921.720,1.859,537.819
923.622,1.861,537.296
925.530,2.627,380.709
928.244,4.439,225.266
932.777,2.348,425.815
935.163,1.522,656.830
936.722,1.907,524.291
938.671,1.770,565.106
940.483,1.459,685.377
941.976,2.719,367.733
944.746,4.297,232.745
949.112,2.103,475.406
951.279,1.990,502.432
953.347,1.790,558.677
955.171,1.624,615.662
956.842,1.725,579.662
958.601,2.037,490.804
960.675,4.353,229.714
965.084,2.021,494.691
967.153,1.676,596.686
968.886,1.731,577.615
970.686,1.835,545.101
972.565,1.842,542.865
974.442,2.393,417.929
976.879,5.268,189.812
982.281,1.621,616.768
983.972,1.814,551.405
985.845,1.780,561.671
987.677,1.768,565.686
989.514,1.788,559.260
991.342,1.644,608.200
993.025,5.119,195.355
998.273,1.548,645.830
999.869,2.141,467.173
1002.062,1.874,533.554
1004.007,1.981,504.760
1006.044,1.801,555.296
1007.882,1.458,685.848
1009.398,2.460,406.507
1011.906,4.416,226.459
1016.371,2.525,396.053
1018.949,1.783,560.908
1020.779,1.693,590.772
1022.532,1.990,502.588
1024.585,1.591,628.393
1026.248,5.201,192.253
1031.498,1.610,621.091
1033.159,1.407,710.764
1034.612,1.805,553.969
1036.476,1.550,645.306
1038.075,1.894,528.080
1040.332,1.619,617.772
1042.025,2.289,436.857
1044.377,4.422,226.138
1048.866,1.972,507.043
1050.913,1.527,654.908
1052.490,1.783,560.878
1054.329,1.696,589.471
1056.116,1.761,567.847
1057.945,2.539,393.923
1060.551,5.970,167.500
1066.590,1.971,507.295
1068.625,1.932,517.608
1070.611,2.176,459.614
1072.838,1.792,558.155
1074.717,2.362,423.393
1077.153,5.696,175.554
1082.935,2.369,422.093
1085.361,2.559,390.751
1087.984,2.405,415.786
1090.458,2.718,367.850
1093.265,3.059,326.880
1096.378,4.243,235.707
1100.694,2.076,481.754
1102.832,2.317,431.627
1105.301,1.666,600.400
1107.012,1.846,541.637
1108.904,2.483,402.754
1111.439,4.558,219.383
1116.058,2.324,430.381
1118.432,1.604,623.611
1120.074,2.213,451.904
1122.337,1.663,601.467
1124.074,2.033,491.764
1126.162,2.328,429.550
1128.555,3.885,257.413
1132.500,2.080,480.744
1134.644,1.946,513.956
1136.643,1.765,566.460
1138.454,1.803,554.588
1140.296,1.395,717.035
1141.725,1.831,546.072
1143.599,4.353,229.720
1148.002,1.946,513.781
1150.000,1.565,638.889
1151.617,1.554,643.345
1153.262,1.639,610.218
1154.949,1.880,531.832
1156.879,1.600,624.984
1158.518,2.295,435.784
1160.856,4.451,224.660
1165.370,1.795,557.098
1167.289,1.597,626.078
1168.939,1.579,633.216
1170.539,2.175,459.870
1172.722,1.872,534.251
1174.631,1.864,536.572
1176.537,5.157,193.911
1181.727,1.731,577.772
1183.502,1.672,598.058
1185.293,1.616,618.659
1186.943,2.146,465.920
1189.138,2.009,497.828
1191.232,1.527,655.001
1192.795,5.108,195.778
1197.935,1.929,518.439
1199.906,1.673,597.642
1201.611,1.526,655.235
1203.174,1.648,606.927
1204.858,1.672,598.082
1206.572,1.787,559.535
1208.402,2.153,464.564
1210.597,5.180,193.041
1215.832,1.838,543.985
1217.715,1.747,572.257
1219.531,1.909,523.872
1221.479,1.533,652.509
1223.038,1.621,616.800
1224.720,1.976,505.967
1226.735,6.729,148.612
1233.515,1.771,564.755
1235.332,1.487,672.696
1236.865,1.636,611.138
1238.531,1.779,562.269
1240.346,1.584,631.325
1241.967,2.577,388.112
1244.566,4.458,224.292
1249.078,1.758,568.948
1250.908,1.884,530.726
1252.862,1.643,608.553
1254.540,2.072,482.669
1256.646,1.477,677.176
1258.167,1.970,507.724
1260.167,5.381,185.849
1265.624,1.761,567.979
1267.428,1.633,612.262
1269.108,2.206,453.349
1271.352,1.632,612.910
1273.051,2.167,461.424
1275.273,2.039,490.492
1277.357,4.628,216.068
1282.040,1.689,592.149
1283.775,1.865,536.337
1285.668,1.861,537.206
1287.582,1.577,634.273
1289.291,1.667,600.028
1290.990,2.190,456.714
1293.286,5.026,198.982
1298.355,1.673,597.733
1300.069,1.727,578.877
1301.831,1.998,500.422
1303.887,1.618,618.079
1305.556,1.537,650.526
1307.144,1.844,542.405
1309.082,2.757,362.732
1311.896,3.480,287.379
1315.442,2.139,467.417
1317.615,1.553,643.841
1319.240,1.397,715.687
1320.668,1.571,636.623
1322.283,1.770,565.081
1324.101,1.490,671.108
1325.620,2.302,434.383
1327.976,3.484,287.029
1331.511,1.510,662.294
1333.057,1.463,683.676
1334.540,1.405,711.898
1335.978,1.581,632.371
1337.595,1.409,709.576
1339.029,1.570,636.931
1340.629,1.489,671.431
1342.148,2.357,424.316
1344.545,3.802,263.054
1348.412,1.663,601.448
1350.111,1.737,575.660
1351.887,1.454,687.617
1353.376,1.235,809.511
1354.640,1.355,738.239
1356.027,1.490,671.097
1357.550,1.731,577.587
1359.333,5.109,195.730
1364.468,1.490,671.278
1365.991,1.428,700.137
1367.452,1.420,704.171
1368.898,1.519,658.411
1370.444,1.469,680.536
1371.940,1.606,622.483
1373.571,1.379,725.060
1374.975,2.070,483.071
1377.098,3.952,253.042
1381.086,1.605,622.930
1382.721,1.391,719.057
1384.148,1.382,723.617
1385.538,1.433,697.826
1387.002,1.631,613.065
1388.669,1.365,732.403
1390.059,1.503,665.299
1391.593,3.216,310.922
1394.877,6.682,149.660
1401.627,2.467,405.390
1404.136,1.293,773.498
1405.452,1.306,765.408
1406.795,1.273,785.563
1408.091,1.482,674.916
1409.600,4.302,232.460
1413.932,1.406,711.318
1415.376,1.380,724.665
1416.802,1.259,794.135
1418.097,1.445,691.876
1419.565,1.336,748.768
1420.928,1.450,689.729
1422.409,1.344,744.061
1423.788,1.233,810.757
1425.045,1.602,624.103
1426.680,3.826,261.345
1430.548,1.527,654.876
1432.116,1.607,622.187
1433.780,1.293,773.233
1435.116,1.502,665.790
1436.640,1.465,682.472
1438.136,1.470,680.083
1439.634,1.320,757.426
1440.989,1.309,764.111
1442.364,2.186,457.543
1444.619,3.950,253.187
1448.621,1.423,702.523
1450.071,1.433,697.714
1451.543,1.338,747.157
1452.916,1.447,690.912
1454.413,1.356,737.500
1455.802,1.442,693.518
1457.278,1.369,730.271
1458.681,1.967,508.300
1460.684,3.924,254.840
1464.650,1.664,601.119
1466.352,1.437,696.020
1467.820,1.399,714.595
1469.260,1.257,795.851
1470.538,1.353,738.834
1471.919,1.725,579.681
1473.673,1.500,666.461
1475.239,1.985,503.809
1477.268,3.510,284.920
1480.823,1.579,633.318
1482.437,1.406,711.408
1483.872,1.439,694.716
1485.348,1.546,647.028
1486.923,1.881,531.704
1488.836,1.496,668.576
1490.358,1.351,739.980
1491.740,2.027,493.248
1493.806,3.698,270.420
1497.562,1.546,646.800
1499.151,1.514,660.357
1500.698,1.358,736.426
1502.086,1.460,684.718
1503.576,1.315,760.513
1504.921,1.611,620.837
1506.558,1.329,752.405
1507.913,1.652,605.497
1509.592,4.550,219.801
1514.170,1.310,763.352
1515.515,1.438,695.508
1516.990,1.465,682.746
1518.481,1.448,690.629
1519.963,1.556,642.797
1521.542,1.516,659.536
1523.091,1.293,773.666
1524.418,1.381,724.149
1525.836,5.077,196.975
1530.983,1.560,640.994
1532.575,1.395,717.009
1534.001,1.434,697.321
1535.481,1.395,716.756
1536.907,1.506,664.107
1538.475,1.618,618.026
1540.123,1.428,700.423
1541.582,1.427,700.649
1543.035,4.520,221.241
1547.588,1.324,755.214
1548.942,1.488,672.246
1550.461,1.531,653.206
1552.032,1.261,793.172
1553.330,1.726,579.403
1555.086,1.331,751.131
1556.448,1.582,632.118
1558.059,1.375,727.320
1559.469,4.553,219.643
1564.064,1.289,775.906
1565.380,2.041,489.915
1567.474,3.308,302.300
1570.841,2.103,475.465
1572.986,1.360,735.374
1574.388,1.307,765.360
1575.747,1.911,523.247
1577.711,3.717,269.059
1581.482,1.488,672.219
1583.013,1.281,780.806
1584.331,1.367,731.337
1585.746,1.328,753.076
1587.110,1.757,569.167
1588.898,1.584,631.459
1590.532,1.235,809.902
1591.791,2.044,489.217
1593.875,4.033,247.980
1597.964,1.692,590.951
1599.690,1.304,766.816
1601.043,1.366,732.113
1602.434,1.459,685.343
1603.934,1.890,529.122
1605.864,1.506,663.791
1607.406,1.441,694.165
1608.886,1.934,516.949
1610.859,4.205,237.830
1615.111,1.964,509.215
1617.126,1.445,691.887
1618.613,1.509,662.575
1620.169,1.425,701.718
1621.639,1.416,706.292
1623.103,1.468,681.394
1624.626,2.036,491.165
1626.701,4.700,212.768
1631.429,1.664,600.884
1633.140,1.588,629.725
1634.754,1.854,539.501
1636.647,1.317,759.419
1637.985,1.456,686.978
1639.479,1.603,623.973
1641.113,1.556,642.742
1642.702,4.593,217.718
1647.344,1.506,663.839
1648.903,1.508,662.941
1650.443,1.328,753.141
1651.794,1.384,722.361
1653.264,1.501,666.397
1654.794,1.444,692.638
1656.266,1.661,601.919
1657.975,1.751,571.193
1659.769,4.365,229.111
1664.180,1.771,564.523
1666.005,1.674,597.420
1667.705,1.265,790.676
1668.996,1.405,711.615
1670.432,1.428,700.260
1671.901,1.468,681.409
1673.410,1.421,703.943
1674.855,1.425,701.756
1676.306,4.757,210.196
1681.099,1.397,715.980
1682.522,1.657,603.409
1684.309,1.636,611.300
1685.982,1.539,649.764
1687.570,1.571,636.617
1689.253,1.666,600.227
1690.951,1.506,664.213
1692.504,5.105,195.901
1697.641,1.320,757.672
1699.006,1.772,564.328
1700.853,1.651,605.539
1702.554,1.572,635.933
1704.157,1.603,623.695
1705.789,1.646,607.501
1707.470,1.375,727.332
1708.875,2.591,385.975
1711.510,4.192,238.574
1715.746,1.723,580.457
1717.528,1.340,746.542
1718.896,1.394,717.553
1720.345,1.391,718.849
1721.771,1.601,624.559
1723.409,1.990,502.515
1725.465,3.039,329.088
1728.578,5.208,192.017
1733.807,1.219,820.402
1735.066,1.367,731.443
1736.467,1.409,709.646
1737.904,1.398,715.224
1739.353,1.308,764.368
1740.696,1.262,792.445
1741.988,2.832,353.165
1744.873,3.858,259.200
1748.773,1.566,638.525
1750.420,1.506,664.125
1751.979,1.924,519.842
1753.945,1.180,847.388
1755.156,1.423,702.597
1756.611,1.309,764.101
1757.965,1.855,539.182
1759.855,5.357,186.679
1765.240,1.394,717.427
1766.669,1.661,601.963
1768.360,1.265,790.728
1769.664,1.249,800.637
1770.945,1.382,723.439
1772.380,1.406,711.167
1773.826,1.438,695.554
1775.299,1.943,514.784
1777.537,4.195,238.397
1781.779,1.320,757.415
1783.133,1.455,687.182
1784.634,1.935,516.922
1786.604,1.478,676.578
1788.122,1.330,752.042
1789.487,1.522,657.228
1791.036,1.482,674.941
1792.563,4.429,225.792
1797.023,1.331,751.301
1798.397,1.416,706.323
1799.838,1.289,775.922
1801.149,1.378,725.688
1802.559,1.361,734.983
1803.954,1.315,760.652
1805.298,1.850,540.528
1807.175,1.308,764.397
1808.506,1.928,518.649
1810.477,3.974,251.641
1814.514,1.877,532.654
1816.449,1.494,669.291
1817.999,1.601,624.603
1819.645,1.782,561.010
1821.465,1.616,618.795
1823.113,1.632,612.614
1824.788,1.837,544.391
1826.673,5.681,176.031
1832.387,1.457,686.516
1833.876,1.665,600.622
1835.571,1.562,640.122
1837.265,1.830,546.331
1839.140,1.605,622.876
1840.779,1.828,546.983
1842.656,5.179,193.092
1847.870,1.562,640.283
1849.484,1.656,604.019
1851.228,1.596,626.620
1852.867,2.416,413.937
1855.369,2.102,475.800
1857.549,1.733,577.110
1859.324,5.068,197.299
1864.424,1.608,621.706
1866.086,1.756,569.557
1867.891,1.661,602.060
1869.605,2.111,473.793
1871.764,1.726,579.517
1873.529,1.786,559.938
1875.356,2.346,426.240
1877.739,4.292,233.004
1882.090,1.576,634.472
1883.710,1.470,680.271
1885.281,1.548,646.106
1886.871,3.382,295.644
1890.361,3.459,289.105
1893.852,4.729,211.461
1898.617,1.553,643.995
1900.261,1.620,617.402
1901.923,1.893,528.190
